text,sentiment
 lol... not gross at all  they`re gross?,neutral
" Sorry blokey, 6 hrs later & i`m still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self",neutral
 is on the radio,neutral
Back from London  Now just catching up on all the tv and sleeping all day!,neutral
"Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?",neutral
follow friday: following more people then followers  follow me? woot #followfriday,neutral
" Thats not helpful. At least know you`ve got a place secured already if things don`t pan out, but my fingers are crossed you",neutral
" Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn",neutral
Recording an acoustic track! For you sexy kids!,neutral
 I have to pee.,neutral
 I know - but there are loads of others left,neutral
 Morning,neutral
 thats what i was thinking but the only time it`s gonna be on is 1 am!,neutral
anywho im having an early night good night twitter world.,neutral
Appreciation lunch at work. Good food! But sucks being here on my day off lol,neutral
I seriously want a pug  Buy me one?,neutral
"Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up",neutral
"googled mothers day, PHEW, US & UK have different dates! Learn something new every day",neutral
Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor : zo vind ik ze wÃ¯Â¿Â½l leuk!  ),neutral
_x butbutbuttt he replied to you loads,neutral
 Because of the new #Kirk. That`s why. Because of the new #Kirk.,neutral
 Heyyyyy us English fans want some signings too,neutral
" You`re the third person to ask me out on Mon afternoon ;) I`m so sorry, but I`m helping tutor my friend for C1/C2  ****",neutral
im going to bed  nighttt nighttt xxo ily`s,neutral
bye for now people .,neutral
stocked for tonight,neutral
shopping in Keswick,neutral
where did the rain go??,neutral
Just realized you can get arrested for public disturbance. oh well i`ll take my chances.,neutral
" yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out",neutral
 ur leaving me for a week  i know i dont see u everyday but i like the fact that ur in the same city as me,neutral
so....i`m guessing no BGN?,neutral
"Peter, the bar owner is working his way up to 1000 beers-all Belgian. Has coffin for drinkers of Mort Subite",neutral
 bacoor  wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi,neutral
" I`m sorry you aren`t having a good day.  cheer up though, your day doesn`t define you...",neutral
 the trailer has been removed  i have a look and see if i can find it somewhere,neutral
" yes I am, do you want to meet?",neutral
" oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how`s the intern life? haha",neutral
 tehe. It was on the 9th,neutral
" I`m all out of life preservers, sorry   But if it`s any consolation, you`re in for something really special tomorrow.",neutral
" California waiting, every little thing`s gotta be just right ? Putz, adoro essa banda",neutral
shopping tomorrow? I think yes,neutral
 can you stop working so i can have someone to play with !,neutral
 why do you think so?,neutral
where did  go???,neutral
http://tinyurl.com/d53dmn     mcfly parody by chris moyles ****,neutral
watching 'Look for a Star' with mom again  lub ah C hehe,neutral
just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!,neutral
"_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...",neutral
" Adem in, adem uit",neutral
 I don`t have a VCR...,neutral
 STEPHEN KING FO SHO,neutral
No tourney `til next weekend =   http://bit.ly/2xDPf,neutral
Mcfly evolution for the 4th time round,neutral
Hanging with  for the weekend,neutral
has just joined twitter. reeeally dont understand how to use this lol,neutral
Oh man sold out  had to step away from my desk for 10 min!  you were right,neutral
"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep.",neutral
 hey you! Did you get my present this morning? Hope u liked it?,neutral
"  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",neutral
"http://bit.ly/UnRyF  I want this, but...",neutral
"Finally the school day ended, Friday Friday Friday w00t! But it`s raining outside.",neutral
"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under..",neutral
 congrats mollie! just wish i could have got some tickets,neutral
 is it done?,neutral
_lipz I don`t know  I haven`t heard from Lorraine recently.,neutral
 what you laughing at over there  got strawberries?,neutral
 No tango icons in this revision.,neutral
does anyone know where I can watch the prison break tv movie? It`s not on itunes,neutral
sittin on d bed about 2 fall asleep,neutral
Watch Jay Leno tonite!!!  It`s his last day as the Tonight Show Host,neutral
http://bit.ly/Wl9yL  i want to go here,neutral
 I will be ok when I have been to the drs again today and got my essay done  x howre you?? x,neutral
I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you,neutral
 I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.,neutral
" i`m hear ya dude, i can`t either",neutral
 yes I do! Because he is going to the marines to protect & serve and leaving me!,neutral
" school trip to Phuket Thailand, I was 12 while living in Singapore",neutral
 so what cereal do you usually like?,neutral
I slept at 2am yesterday,neutral
eh...but I`ll be picking cotton soon....need to suppliment my income,neutral
I`m sure all you people with hangovers will be glad to know I`m hangover free   hope you`re not too fragile this morning!,neutral
  you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible,neutral
 well i`m a little bit sick but i`m fine,neutral
 go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it`s www.direct.gov.uk/studentfinance :],neutral
 Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u,neutral
Hum -1 for Bill Bailey,neutral
is going to Rye House Speedway,neutral
"OMG, it`s JULY`S LAST DAY!",neutral
Wedding..,neutral
 looks like  is hiding money in an offshore bank account on behalf of last.fm   http://bit.ly/CeT0s,neutral
have an extra Justin Rutledge ticket for the Mod Club tonight,neutral
" My name is Chad, but I won`t be here tomorrow",neutral
 I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok,neutral
such.a.tease.,neutral
" arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",neutral
" Yeah, my dad calls me Taltal, but it was taken on AOL back in 96, so I added a K for my last name, coincidence is Tal Talk.",neutral
Pinkberry,neutral
 tis` cool..I still stand by my former proclamation! I`m just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,neutral
 ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,neutral
 Huh... PR from 5 to 2..?,neutral
T-bone`s gone to sleep... Think we`re gonna join him,neutral
 lol u better hurry up cause your **** is running late and whats for breakfast,neutral
going thru bills,neutral
 no omelette today  dim sum tomorrow! FEAST!,neutral
"thinking of getting new dvds, csi.  can`t wait to get my laptop.",neutral
" hiya, hows your week been?? just tried to DM you but your not following!  x",neutral
 FANTASTIC IDEA.. you the man! but I`ll end up all lonely when the tourist goes home,neutral
Happy Mother`s Day. . .,neutral
class is almostt over,neutral
Another day @ Casino de Montreal,neutral
Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,neutral
just found out i have strep,neutral
http://bit.ly/wZK3o  <--- Paranoid. I actually like it better performed live rather than the studio version.,neutral
going to the lumberjack party,neutral
Thank you OpenDNS for saving me from Comcast`s crappy DNS server. My internet is back up to par finally.,neutral
 i believe that you are,neutral
shower before doctor`s appointment,neutral
i should be 'bus stalking' right now..i soo wish i were still meeting  today,neutral
finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,neutral
 Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,neutral
just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay,neutral
 chill its da rihanna bob. If it was 16 in I`d have no problem!!! Lol. R u at school all summer,neutral
"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw",neutral
can`t keep eyes open....*shuts eyes*,neutral
goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,neutral
"is hanging with Bryant&&Hailee, possibly Lafayette tonight. `nd i don`t know why i keep updating this because i have 0 followers",neutral
Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,neutral
 Is the Bee to Busy to talk to his buddy on Yahoo?,neutral
 or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,neutral
 cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,neutral
tonight my bed has been the Enterprise and I was Mrs Kirk,neutral
I just realized that im going home 2 weeks from today,neutral
"time always seems to fly when im with wade, its weird; but i like it... a lot!",neutral
 aww. can you tell her to follow me?,neutral
  does the Creepy Lolipop guy play head esploder 5  ??,neutral
 is nto milk deffo!,neutral
Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows,neutral
Off to class. Be back in about 2 hours!,neutral
Hmm... the new sports catalog and card jitsu updates are not appearing for me,neutral
is not getting her posts posted to the topics,neutral
Comment my new myspace pictures plz?,neutral
"Hey,  I`ll be in sa then  maybe if we cross highways we can grab lunch?",neutral
Battery is going to die!,neutral
Back at home and phone my grandma... I love her and miss her,neutral
All ready for costume making! But... there`s no one here...!,neutral
IN $RF .94 - target $5.30.  OUT $DNDN @$21.85 near days low,neutral
 oh! so this could well be your last post!,neutral
 we are tooo fly boo,neutral
 most of the time,neutral
"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint",neutral
I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,neutral
"And i ain`t happy go lucky, its just today... The world don`t feel ugly",neutral
"Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2",neutral
shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,neutral
_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,neutral
im going to work,neutral
 We decided I`d probably forget I had it in my pocket and sit on it by accident,neutral
 I`m now a member of the street!!,neutral
" lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol",neutral
"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral
_Mitchell i`ve never been to the opera before...don`t think that was me,neutral
  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,neutral
is lets chat,neutral
Baby was not herself after recieving vaccines,neutral
You such a good friend <3 I miss you so much,neutral
 bored,neutral
 #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,neutral
I read 'The Picture of Dorian Gray' by Oscar Wilde (on english). It`s not easy for me but I try to make out,neutral
"oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",neutral
" Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish",neutral
 how long did it take you to learn the song,neutral
"just got back from the pool, need to ice the knee",neutral
Mel? Where Are You You Shud Be Here At My House,neutral
" lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to get it fixed  sigh",neutral
 LOL. About to leave.,neutral
" aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,",neutral
 well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,neutral
Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,neutral
"Sitting, wondering, & wishing for a bunch of stuff that will never be",neutral
shower time,neutral
I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,neutral
 I wish you weren`t going to a 19+ venue in Vancouver,neutral
" I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral
Almost lost my phone.,neutral
working from home office today and catching up on everything except twitter,neutral
" the next single is 'Hey Lady'.ok, where is my million dollars??",neutral
"is back...been feeling ill and extremely busy all week. happy mother`s day, to all you mama`s out there",neutral
No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot,neutral
"On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...",neutral
 I think they make you turn your phones off  I`ll see what I can do!,neutral
  aaaawww  would u like an alcoholic beverage of your choice?,neutral
 awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,neutral
 can you follow me please?,neutral
youtube not working,neutral
Howdyyy,neutral
"  i definitely will , although with the caveat  that i normally only read non fiction..but have more in recent years read novels",neutral
I don`t ship out until October,neutral
  yep! jimmy buffett FTW!!!... jimmy needs to tweet his words of wisdom every morning,neutral
"maaate,grooovin was off the chain. uploading videos to youtube  www.youtube.com/sluzzaa  go watch!",neutral
 she said no,neutral
I can`t believe how fast this week has gone by,neutral
Listening to Obama with one ear & listening to music with the other,neutral
" , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",neutral
" man, 4 months until we get to see what those drunk tweets were all about",neutral
the sun is shinning! im off out!!,neutral
and young ones....'look what I found'....'breakfast'....,neutral
" unfortunately I know I would like them - which is why I am avoiding them,",neutral
 aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,neutral
_lavish i told diamond to follow you. and why u aitn share the starburst,neutral
These difficult situation force us to think about marrying a lovable girl,neutral
  you and I apparently  how are you?,neutral
One of these times I`m going to have the self-awareness NOT to ask one of the principle mourners at a wake how they`re doing.,neutral
just got up  Wheres the sun? =O,neutral
  hey hey hey b,neutral
Well its a good thing ``march`` wasnt very long and i didnt like it...cuz its deleted. Ugh,neutral
http://twitpic.com/4jhp8 - Waitin on them 2 tell me what`s the plan,neutral
 awwww wat i was gonna buy myself something pretty  nvm,neutral
Signing off. Mom`s day tomorrow.,neutral
 is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,neutral
 did you run into someone I know this weekend?,neutral
Is listening to the new jonas brothers song,neutral
Sexxxy tiiiiiimmmmmmeee!...whatever that means.,neutral
i`m staying up to watch it,neutral
 play vanessa hudgens new songs plz or vfactory,neutral
"Entered house searching mode yesterday... we need to find an apartment in DÃ¯Â¿Â½sseldorf until the end of August, this one was temporary...",neutral
 I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D,neutral
 and that prob wont happen....,neutral
  I hope when you`re calling this the shitshow you mean that in a good way. because this will be fun.,neutral
"Come on, man, give me some slack!",neutral
babysitting my hubby cam cam,neutral
_gutter Trent wore that shirt at my show,neutral
 I`m glad/sad that it`s not just me/my iPhone  #badoptus,neutral
 so haven`t seen any videos the last few days  hope everything is ok...,neutral
"_extacy lol i know eric, i wont delete you! just people i dont really know and never talk. and bands",neutral
 I`m going to watch it now,neutral
  sitting next to magicmoment,neutral
http://twitpic.com/67ljj - As if teenagers need any more encouragement,neutral
"Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week.",neutral
"Oh, time to eat and make conversation with the domestic partner.",neutral
Please everyone to vote for me to become the next Maxim Coors Caddy girl...only takes a few minutes  http://tinyurl.com/dloeyu,neutral
 Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!,neutral
  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,neutral
diiinner  its sooo cold right here D:,neutral
 the end when they sing this is me and when they sing play my music,neutral
Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this **** is taking over my life...LOL,neutral
 Attach him to  after all mammals mammary glands will produce milk.  Or may be formula?,neutral
ah! i almost missed snl. thanks twitterfriends,neutral
That`s how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.,neutral
" yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?",neutral
_addict yeah like super short  I guess I`ll just have to hold my breath till Sunday.,neutral
I want to play audition with Anna ~ -mHc-SMOOCH,neutral
Hmmm...strained my back  Hope it`s better tomorrow morning..,neutral
God I just want to sleep.,neutral
getting ready for work,neutral
LOOPJAZZ  yess!!! ez most bejÃ¯Â¿Â½n,neutral
" go to vegas, but don`t spend all ur money!!!!",neutral
new super power camping place -> 24 hr MAC @ Springleaf Tower  ...still eating my fries.,neutral
"I can`t go out when my heart is home sick  even if it is my bday, family health comes 1st",neutral
wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,neutral
says she wants to be w/ marykay @ sendai right now,neutral
" nope, would be no music",neutral
"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd.",neutral
 Going to see Star Trek,neutral
"is aching from rugby, good game",neutral
 its almost your birthday!!,neutral
 hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!,neutral
Guess I have to go back and scrape out the oven now. Blerg,neutral
Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,neutral
Having a pj dayy.....Doesnt happen veryy often,neutral
 me too,neutral
I have a license and a car..at least for now.,neutral
 I hope it`s something relatively minor and easy to heal. I can`t stand it when the furbabies get sick.,neutral
@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake),neutral
you forgot your fans too!  haha,neutral
 I know but unfortunately I`m one of the fifteen bazillions of Americans without health insurance.  awesome,neutral
Goingg to school today,neutral
Cleaned out my Followers List and blocked the **** girls & **** Now I look like a spammer,neutral
Watching the 3rd episode of JONAS,neutral
Jogged in the forest with Nina. Heavy wind reminded I need to set up some turbines: free electricity.,neutral
In 1 horse town + 2 blown out car speakers =,neutral
pool is still closed  and it is cloudy. what should i cook tonight?,neutral
 do u ever answer ur fans on here?? i wish u would. i have a question i`ve been wanting to ask u for months,neutral
_B all the shows are sold out  so I have to wait til tomorrow or sunday...,neutral
its my last friday of my high school years!,neutral
On tha` bus,neutral
_bree say hi to the otters! They are my favorite- besides the fact they are slowly killing themselves with each shell they open.,neutral
Home from China & back to work,neutral
  Scrub and moisturize... doesnt even sounds like `showering`... maybe u should be inclined to follow me en. rephael,neutral
http://twitter.com/djc_yana ~ yeah. haha! why?,neutral
Michael Cera has a new movie!,neutral
Omg! Really? I just ran into a wall,neutral
Got into the show early. Jackson`s chillen. Lil shorty,neutral
 I do! But I have to go to a dang wedding in madison,neutral
"is abit happier at the thought that Ashleigh & Loocie with be here soonish, but sad to miss her S-ane  ;)",neutral
I feel like I`m going to toss my cookies,neutral
 Yep- same here. I have to be in the mood 4 it.,neutral
 say a hi to me tom  please please,neutral
Listening to Hey Zulu - Red n` Meth. Sux to be at work right now,neutral
Really really cant sleep  x,neutral
On the way to sthlm - it will maybe be a movie   // cool http://gykd.net,neutral
"****, my photo is gone!",neutral
 I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this,neutral
Yayz! Today`s is the day I call and see if I got that job! x3 I ish so happy... even though I slept horribly... So I`m kinda drained...,neutral
 lol yeah I guess you have a point,neutral
 lol to see my king,neutral
"Marley won`t watch the French Open unless it`s in HD, which it`s not...   But my latest political ad is: http://tinyurl.com/lvsn76",neutral
 any gear you don`t use anymore and want to throw away?,neutral
Happy its the weekend...LOVE has knocked me down ya`ll!!!,neutral
" Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?",neutral
: Oh its begun long before this!,neutral
 that`s what i was last night,neutral
_Nessiah Yeah I will  In fifteen minutes or so.,neutral
 I want to play,neutral
im the only ho that didnt go to tigerheat tonite,neutral
On duty in the students union with only 3 punters. There are more of us here than members of the public,neutral
_stack8 mady were did u go?  truck did u run away?,neutral
 Yep: http://bit.ly/15yyId  We go there for Christmas treats!,neutral
"John, are you sure we aren`t mtb?",neutral
 angels even though I`m probably not the third... ANGELS AND DEMONS,neutral
I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,neutral
"_dee yeah, i bought some when I was making those crispy waffles",neutral
 http://twitpic.com/4uy8l - LOL  why are they drumming there?,neutral
Ok just woke up and need to get ready before a day of getting twitterena 2.1 submitted!,neutral
Tempted to buy MAC at ACW....even though I don`t need anything....but I want to try dazzleglasses,neutral
night night twitter world. [still cant believe the thomas thing  tomorrow`s gunna be FUN/SAD],neutral
Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..,neutral
just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops,neutral
 audiotistic! sneak your little butt in,neutral
 Do you not like turtles?,neutral
"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3",neutral
"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",neutral
starting to pack stuff up,neutral
jolly good last night,neutral
needs some snuggle time....  but has to get through the work day first.  Boo.,neutral
 aww i`m sorry   glad mommy took care of you. erin is in for some fun if there`s a bug on you in colorado,neutral
hello twittttty world! how do you do?,neutral
"On the way to Wildomar, CA towing the Lexus",neutral
_y_Tony Hey,neutral
" Like the Simpsons? That`s like asking, 'so you like breathing?'",neutral
" lol, wen my mum used to take me as a kid, i wud always eat the bread instead! haha.",neutral
@_supernatural_ more Demon Sam!! I need it to numb the pain  ****,neutral
  haha ...i`ll let you know how the show was ... hope here in romania they will show it on Mtv.Sunday morning I have an exam,neutral
GOOD MORNING TWEETER WORLD!,neutral
 xD send it!,neutral
...No more adventure time,neutral
  no FF tweet for me?,neutral
My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.,neutral
  do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,neutral
Not eating funnel cake at Mag Fest is what I am doing,neutral
L.A. said 'wipe the slate clean' before the jelly!,neutral
" Oh, that`s bringing back fond memories... I WANT to, but I can`t leave the kittens! (I sent you another pic of Balloon)",neutral
" Oh ****, happy late birthday! (my txt didn`t send  )",neutral
Back from uminaa,neutral
"math is all that is left for the day, then the DMV",neutral
stood for 4 hours in heels. all for looks and to b able to look over tall people.,neutral
 you did not write back to me,neutral
 girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above,neutral
_mcflyandjb its okay!!!  x,neutral
"haven`t twittered in forever. yeah, just had my sixteenth birthday party tonight",neutral
 Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.,neutral
_INTHEMAKING :aw,neutral
": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",neutral
 and jarita i`m going home now and i`m with two hot guys  drool.,neutral
 I took my ring out...,neutral
 morning ashleighhh  x,neutral
 i dedicated that song to my VW when i sold it,neutral
 hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,neutral
omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you,neutral
TGIF!! But I have so much work to do this weekend,neutral
Today = marking *135,neutral
Dinner and A Movie with the Hubby,neutral
 Very excited as we have just booked tickets to Vegas (we live in the UK) can`t believe the  price of the show tickets,neutral
 lol   the things u gotta do sometimes man smh lol,neutral
Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate,neutral
"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????",neutral
 take a medicine,neutral
 Joe`s version is pretty but it`s a sleeper.  Shouldn`t be played at 1am.,neutral
I`m going to bed ....it`s weird the 1st time in a long time.. He didn`t call and say goodnight  ... Ima lil curious,neutral
I don`t think so  what time are we leacing,neutral
 what you took your bracket off... ? And now it`s time for bed !,neutral
 how come  its for us now to win ms twitter world.is it not working for you ?,neutral
Get: 'Fightstar - Mercury Summer' here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic,neutral
Watching Miley Cyrus on youtube!,neutral
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,neutral
"Ach I`m back on t`internet, and  has to go drive her mate somewhere so is w`out internet",neutral
Should I say goodnight or good morning?,neutral
 Also ,neutral
 yessssss wore myself out this weekend planting my garden and working,neutral
_Toni   i`m having one of those days today also,neutral
_h786 as ur coming on to here im just off to bed  hows ur day been? x,neutral
I should be sleep. I have to wake up soooo early,neutral
 yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,neutral
at a auto shop getting m suv fix ugh more $   http://twitpic.com/66of2,neutral
'family bird is the word' I <3 FAMILY GUY,neutral
" haha well i was at my friend`s party, but then i realized i forgot my stepmom`s bday, so i had to come home to call her!",neutral
"Trying to got through my 3,000 + unread e-mail messages. Looks like this what I`ll be doing for the rest of the evening.",neutral
" Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer",neutral
i love me some americana- but no movies to see,neutral
 Not had an offer like that for a while,neutral
Going to French. Anyone want to pick me up?,neutral
 cool photo  is that outside your place?,neutral
omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho,neutral
"Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey",neutral
" you`re fine - trying to kill off the bots and retweets in a bid to be the least popular person on Twitter. Btw, who are you ??",neutral
 - I will see if there`s a used organ shop there & let you know. But why not just sign up to ejamming.com and rock out!,neutral
Yeahhhhhhhhhhhhh friday..and I work tomorrow,neutral
gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,neutral
  was wong?,neutral
  you aint invite me,neutral
hold on to what you`ve got,neutral
" I had a joke for you, but it`s too long to tweet.",neutral
 you can turn the bird sounds off if you like in twitterena - check out settings from your home page,neutral
_Cochran Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming...,neutral
is about to eat a hot link torta!!,neutral
" I`m not sure which part you`re replying to, lol - but BB starts soon",neutral
 think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill,neutral
 if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago,neutral
_1210 I`m not going till Wednesday,neutral
 I`ll stop by for a bit when I`m off.  But have to rush to rehearsal - no quiet for me tonight.,neutral
 Aye. Now I want cheesecake,neutral
 hey rocstar,neutral
ontd is our god,neutral
" **** none. But yea last weekend was crazy, i think i partied to hard, thats why im sic.",neutral
doesn`t get to see her fav5 today like planned,neutral
Is hungry with a sub,neutral
 What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show,neutral
"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X",neutral
May 10 is Human Kindness Day.,neutral
 aww...you`re such a softy...I can only imagine you a mess of tears at your own wedding...you won`t even be able to talk,neutral
At myhouse with the girls tonight,neutral
Away to the cinema tweet later may the 4th be with you all  x,neutral
ahhhh now i have no pic,neutral
"First fail, cant tweet from phone. Oh how I love my work phone",neutral
"says new layout! Back to default Plurk themes, yay. Pero dumugo ilong ko kaka-tweak sa font ha.  http://plurk.com/p/rprmr",neutral
_NJ Oh! I`m only in my 7   I just joined Twitter a few days ago....,neutral
" It`s been fine for me for like, a week, but now it just won`t load.",neutral
"It`s this year. Can`t catch it, won`t be in NY till Oct 2010  http://bit.ly/AF8JT",neutral
 Why?,neutral
 agreed,neutral
 oh.. tnx for following cass.,neutral
'My problem isn`t that I miss you... `cause I don`t',neutral
It`s  last Friday today,neutral
Taylor Swift and Joe Jonas looked really good together. I`m kinda sad they broke up.,neutral
Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,neutral
i am a freshman in this site. how to update? help,neutral
 nowhere babe  ice come to do a few jobs here this morning *sigh*,neutral
"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki`s book so i can hit a cleaner",neutral
Why can`t I sleep ????? Is it too much to ask for :-P,neutral
  I should be doing history.....,neutral
"Cleaning my roooooooooom, about to continue playing with my DSI",neutral
 Wish I was there!,neutral
E3 2009 will be the first time I will not get to see G4TV`s E3 coverage since Comcast moved the  G4 channel from basic cable to premium,neutral
" nope  i wasn`t home went it was on but i will soon,",neutral
" lol fine, I go for her too",neutral
Got an appt. w/ the doctor at 4pm today to look at these 'bites'. Hoping it isn`t an infection. I need more powerful anti-itch cream.,neutral
"Finally in my bed, & I must say, I had quite an evening. I`m ready to tackle this work week & see what next weekend has in store for me",neutral
 are you all going without me,neutral
